薬品名,薬価,原価,在庫量,単位,在庫原価額,在庫薬価額,回転数,処方量,処方原価額,処方薬価額,差益額,差益率,他出庫量,他出庫額,入庫量,入庫金額,棚１,棚２,棚３,レセコン医薬品No,レセプト電算コード,経過措置期限,剤型,発注先,毒薬フラグ,劇薬フラグ,麻薬フラグ,向精神薬フラグ,覚醒剤フラグ,覚醒剤原料フラグ,後発品フラグ,ＹＪコード,一般名称
アルサルミン内用液１０％ H10.000,2.00,1.96,600.000,ｍＬ,1176,1200,,,,,,,,,,,デッド,薬庫,,,620006834,,内服,,0,0,0,0,0,0,0,2329008S1105,スクラルファート水和物液
ジアゼパム錠５ｍｇ「アメル」 H,5.80,4.70,249.000,錠,1170,1444,5.02,1167.000,5485,6769,1284,18.97,0.000,0,1200.000,5440,J-9-2,薬庫,,ｼｱｾ17,620003152,,内服,共和コーポレーション,0,0,0,3,0,0,1,1124017F4200,ジアゼパム錠
マイザー軟膏０．０５％ B,12.00,11.67,100.000,ｇ,1167,1200,,,,,,,,,100.000,1167,zaiko-nasi,薬庫,,,620625401,,外用,メディセオ,0,0,0,0,0,0,0,2646725M1201,ジフルプレドナート軟膏
ランドセン錠０．５ｍｇ H,9.30,7.68,152.000,錠,1167,1414,2.93,384.000,2949,3571,622,17.42,0.000,0,428.000,3287,d-3-,薬庫,,ﾗﾝﾄ08,620007132,,内服,ケーエスケー,0,0,0,3,0,0,0,1139003F1059,クロナゼパム錠
ガスロンＮ錠４ｍｇ H,13.60,16.31,71.000,錠,1158,966,,,,,,,,,,,中央ﾒﾃﾞｨｶﾙ,薬庫,,ｶｽﾛ03,612320438,,内服,スズケン,0,0,0,0,0,0,0,2329020F2023,イルソグラジンマレイン酸塩錠
フルタイド２００ディスカス　２００μｇ６０ブリスター H,1456.30,1155.00,1.000,個,1155,1456,2.67,4.000,4620,5826,1206,20.70,0.000,0,3.000,3851,a-7-,薬庫,,ﾌﾙﾀ06,660451016,,外用,アルフレッサ,0,0,0,0,0,0,0,2290700G6028,フルチカゾンプロピオン酸エステル吸入剤
ベサノイドカプセル１０ｍｇ B,610.70,577.64,2.000,カプセル,1155,1221,,,,,,,,,,,デッド,薬庫,,,620005101,,内服,,0,1,0,0,0,0,0,4291006M1034,トレチノインカプセル
コタロー消風散エキス細粒 H3.000,7.50,6.82,168.000,ｇ,1146,1260,,,,,,,,,,,薬庫２,薬庫,,ｺﾀﾛ46,615101225,,内服,スズケン,0,0,0,0,0,0,0,5200077C1020,消風散エキス細粒
ドキサゾシン錠０．５ｍｇ「サワイ」 H,10.10,8.54,134.000,錠,1144,1353,,,,,,,,,134.000,1144,デッド,,,,622099401,,内服,,0,0,0,0,0,0,1,2149026F1140,ドキサゾシンメシル酸塩錠
アンペック坐剤１０ｍｇ H,320.10,285.16,4.000,個,1141,1280,2.50,10.000,2852,3201,349,10.90,0.000,0,10.000,2852,麻薬,薬庫,,ｱﾝﾍ02,668110001,,外用,スズケン,0,1,1,0,0,0,0,8114700J1023,モルヒネ塩酸塩水和物坐剤
アーチスト錠１．２５ｍｇ H,10.10,8.49,134.000,錠,1138,1353,0.14,13.000,110,131,21,16.03,0.000,0,100.000,849,e-1-,薬庫,,ｱﾁｽ03,610462039,,内服,スズケン,0,0,0,0,0,0,0,2149032F3024,カルベジロール錠
アルタットカプセル３７．５ｍｇ H,15.10,14.19,80.000,カプセル,1135,1208,1.20,90.000,1277,1359,82,6.03,0.000,0,100.000,1419,e-1-,薬庫,,ｱﾙﾀ11,620431602,,内服,メディセオ,0,0,0,0,0,0,0,2325004M2067,ロキサチジン酢酸エステル塩酸塩徐放カプセル
ポンタールカプセル２５０ｍｇ H,7.10,7.80,145.000,カプセル,1131,1030,,,,,,,,,95.000,741,zaiko-nasi,薬庫,,ﾎﾝﾀ05,611140431,,内服,アルフレッサ,0,0,0,0,0,0,0,1141005M2094,メフェナム酸カプセル
コントミン糖衣錠２５ｍｇ H,9.40,7.90,143.000,錠,1130,1344,0.73,109.000,861,1025,164,16.00,204.000,1612,300.000,2370,e-2-,薬庫,,ｺﾝﾄ04,611170727,,内服,メディセオ,0,0,0,0,0,0,0,1171001F2177,クロルプロマジン塩酸塩錠
メンドンカプセル７．５ｍｇ H,10.10,8.69,130.000,カプセル,1130,1313,0.52,56.000,487,566,79,13.96,0.000,0,100.000,869,d-2-,薬庫,,ﾒﾝﾄ19,620042101,,内服,ケーエスケー,0,0,0,3,0,0,0,1124015M2038,クロラゼプ酸二カリウムカプセル
ランタス注ソロスター　３００単位 B,1189.00,1129.50,1.000,キット,1130,1189,11.00,11.000,12425,13079,654,5.00,0.000,0,12.000,13554,REI-2-,薬庫,,ﾗﾝﾀ08,620007536,,注射,アルフレッサ,0,1,0,0,0,0,0,2492416G2024,インスリン　グラルギン（遺伝子組換え）キット
ヘパリン類似物質クリーム０．３％「日医工」 B,4.00,3.46,325.000,ｇ,1125,1300,6.14,3485.000,12058,13940,1882,13.50,0.000,0,2500.000,8650,L- -,薬庫,,ﾍﾊ1561,620813503,,外用,日医工オオサカ,0,0,0,0,0,0,1,3339950N1094,ヘパリン類似物質クリーム
ジアゼパム錠２ｍｇ「アメル」 H,5.70,4.00,280.000,錠,1120,1596,3.33,1100.000,4400,6269,1869,29.81,200.000,800,1200.000,4564,J-9-1,薬庫,,ｼｱｾ16,620003151,,内服,共和コーポレーション,0,0,0,3,0,0,1,1124017F2194,ジアゼパム錠
ハイドレアカプセル５００ｍｇ H,184.60,159.52,7.000,カプセル,1117,1292,17.14,180.000,28714,33228,4514,13.58,27.000,4307,200.000,31904,c-6-,薬庫,,ﾊｲﾄ08,614220010,,内服,アルフレッサ,0,1,0,0,0,0,0,4229001M1027,ヒドロキシカルバミドカプセル
インスリン　アスパルトＢＳ注ソロスターＮＲ「サノフィ」３００単位 B,1248.00,1111.50,1.000,キット,1112,1248,28.32,269.000,298994,335712,36718,10.94,6.000,6777,258.000,293517,REI-2-,薬庫,,ｲﾝｽ18,629914201,,注射,メディセオ,0,1,0,0,0,0,1,2492423G1028,インスリン　アスパルト（遺伝子組換え）キット
デパス錠１ｍｇ H,10.10,8.71,127.000,錠,1106,1283,,,,,,,,,,,e-3-,薬庫,,ﾃﾊｽ03,611170514,,内服,メディセオ,0,0,0,3,0,0,0,1179025F2022,エチゾラム錠
ジルムロ配合錠ＨＤ「ＴＣＫ」 H,31.30,17.00,65.000,錠,1105,2035,0.54,35.000,595,1096,501,45.71,0.000,0,100.000,1700,c-5-,,,ｼﾙﾑ02,622845001,,内服,辰巳,0,1,0,0,0,0,1,2149121F2044,アジルサルタン・アムロジピンベシル酸塩配合剤錠
ネキシウム懸濁用顆粒分包１０ｍｇ H,52.60,52.60,21.000,包,1105,1105,,,,,,,,,,,デッド,薬庫,,,622624801,,内服,,0,0,0,0,0,0,0,2329029D1027,エソメプラゾールマグネシウム水和物顆粒
モーラスパップＸＲ１２０ｍｇ　１０ｃｍ×１４ｃｍ H7.000,29.70,26.19,42.000,枚,1100,1247,8.10,567.000,14850,16840,1990,11.82,49.000,1314,420.000,11388,薬庫７,薬庫,,ﾓﾗｽ10,622466101,,外用,メディセオ,0,0,0,0,0,0,0,2649729S5028,ケトプロフェン貼付剤
カリジノゲナーゼ錠５０単位「ＮＩＧ」 H,10.30,9.16,120.000,錠,1099,1236,9.31,1731.000,15856,17828,1972,11.06,0.000,0,1500.000,14000,D-6-5,薬庫,,ｶﾘｼ41,620544805,,内服,メディセオ,0,0,0,0,0,0,1,2491001F6273,カリジノゲナーゼ腸溶錠
ウレパールローション１０％ H,4.10,3.65,300.000,ｇ,1095,1230,3.25,1040.000,3796,4264,468,10.98,0.000,0,1000.000,3915,K,薬庫,,ｳﾚﾊ04,620005256,,外用,ケーエスケー,0,0,0,0,0,0,0,2669701Q1040,尿素液
ユニコン錠４００　４００ｍｇ H,12.40,12.40,88.000,錠,1091,1091,,,,,,,,,,,中央ﾒﾃﾞｨｶﾙ,薬庫,,,610406408,,内服,,0,1,0,0,0,0,0,2251001G2021,テオフィリン徐放錠
ジクロフェナクＮａテープ３０ｍｇ「日本臓器」　１０ｃｍ×１４ｃｍ H7.000,17.10,15.51,70.000,枚,1086,1197,,,,,,,,,,,中央ﾒﾃﾞｨｶﾙ,薬庫,,ｼｸﾛ50,621969401,,外用,,0,0,0,0,0,0,1,2649734S2127,ジクロフェナクナトリウム貼付剤
ダラシンＴゲル１％ H10.000,24.10,27.14,40.000,ｇ,1086,964,0.40,20.000,543,482,-61,-12.66,30.000,813,30.000,814,k-12-,薬庫,,ﾀﾗｼ01,660462005,,外用,アルフレッサ,0,0,0,0,0,0,0,2634713M1020,クリンダマイシンリン酸エステルゲル
タリオン錠１０ｍｇ H,23.60,21.68,50.000,錠,1084,1180,,,,,,,,,,,e-3-,薬庫,,ﾀﾘｵ06,620006971,,内服,ケーエスケー,0,0,0,0,0,0,0,4490022F2034,ベポタスチンベシル酸塩錠
ランソプラゾールＯＤ錠１５ｍｇ「武田テバ」 H,12.40,9.99,108.000,錠,1079,1339,0.80,77.000,769,955,186,19.48,0.000,0,100.000,999,d-3-,薬庫,,ﾗﾝｿ45,621780303,,内服,メディセオ,0,0,0,0,0,0,1,2329023F1144,ランソプラゾール腸溶性口腔内崩壊錠
デュタステリドカプセル０．５ｍｇＡＶ「武田テバ」 H,29.20,24.50,44.000,カプセル,1078,1285,17.49,822.000,20139,24003,3864,16.10,76.000,2009,800.000,21031,j-1-,薬庫,,ﾃﾕﾀ28,622795601,,内服,メディセオ,0,1,0,0,0,0,1,2499011M1108,デュタステリドカプセル
トロキシピド錠１００ｍｇ「オーハラ」 H,6.20,6.39,168.000,錠,1074,1042,2.16,210.000,1342,1302,-40,-3.07,86.000,479,338.000,1875,e-3-,薬庫,,ﾄﾛｷ27,621371211,,内服,スズケン,,,,,,,,,
ニルバジピン錠２ｍｇ「サワイ」 H,9.80,8.08,132.000,錠,1067,1294,3.53,850.000,6868,8330,1462,17.55,0.000,0,632.000,5109,c-1-,薬庫,,ﾆﾙﾊ05,621469201,,内服,ケーエスケー,0,1,0,0,0,0,1,2149022F1087,ニルバジピン錠
ドネペジル塩酸塩ＯＤ錠３ｍｇ「クニヒロ」 H,14.60,8.00,133.000,錠,1064,1942,4.22,625.000,5000,9125,4125,45.21,42.000,378,700.000,6216,I-4-4,薬庫,,ﾄﾈ190,622595601,,内服,スズケン,0,1,0,0,0,0,1,1190012F3339,ドネペジル塩酸塩口腔内崩壊錠
アデホスコーワ顆粒１０％ B,17.10,16.57,63.700,ｇ,1056,1089,2.64,168.000,2784,2873,89,3.10,0.000,0,168.000,2784,S-1,薬庫,,ｱﾃﾎ08,620003503,,内服,アルフレッサ,0,0,0,0,0,0,0,3992001D1059,アデノシン三リン酸二ナトリウム水和物腸溶顆粒
ヤクバンテープ２０ｍｇ　７ｃｍ×１０ｃｍ H7.000,12.10,10.78,98.000,枚,1056,1186,,,,,,,,,98.000,1056,zaiko-nasi,薬庫,,,621415301,,外用,ケーエスケー,0,0,0,0,0,0,0,2649732S3051,フルルビプロフェン貼付剤
【ク１０８】クラシエ人参養栄湯エキス細粒 H2.500,22.30,20.10,52.500,ｇ,1055,1171,,,,,,,,,,,デッド,薬庫,,ｸﾗｼ54,620005342,,内服,メディセオ,0,0,0,0,0,0,0,5200117C1043,人参養栄湯エキス細粒
メインテート錠５ｍｇ H,20.20,18.82,56.000,錠,1054,1131,3.87,389.000,7321,7859,538,6.85,0.000,0,300.000,5646,d-2-,薬庫,,ﾒｲﾝ25,620256201,,内服,ケーエスケー,0,0,0,0,0,0,0,2123016F2189,ビソプロロールフマル酸塩錠
ユーロジン２ｍｇ錠 H,9.20,8.43,125.000,錠,1054,1150,1.59,195.000,1644,1794,150,8.36,0.000,0,200.000,1686,d-3-,薬庫,,ﾕﾛｼ03,611120081,,内服,ケーエスケー,0,0,0,3,0,0,0,1124001F2029,エスタゾラム錠
テルミサルタン錠８０ｍｇ「日医工」 H,12.70,7.56,139.000,錠,1051,1765,1.41,181.000,1368,2298,930,40.47,0.000,0,203.000,1535,e-3-,薬庫,,ﾃﾙﾐ65,622569001,,内服,日医工オオサカ,0,0,0,0,0,0,1,2149042F3214,テルミサルタン錠
ニトロペン舌下錠０．３ｍｇ H,10.50,9.53,110.000,錠,1048,1155,4.87,628.000,5985,6596,611,9.26,0.000,0,600.000,5908,I-4-6,薬庫,,ﾆﾄﾛ22,620004541,,内服,メディセオ,0,1,0,0,0,0,1,2171018K1039,ニトログリセリン舌下錠
イルアミクス配合錠ＬＤ「ＹＤ」 H,14.50,14.33,73.000,錠,1046,1059,1.30,148.000,2121,2147,26,1.21,35.000,501,100.000,1433,c-4-,薬庫,,ｲﾙ180,622620101,,内服,ケーエスケー,0,1,0,0,0,0,1,2149118F1070,イルベサルタン・アムロジピンベシル酸塩配合剤錠
プラミペキソール塩酸塩錠０．１２５ｍｇ「日新」 H,10.50,10.44,100.000,錠,1044,1050,,,,,,,,,100.000,1044,なし,,,,622245201,,内服,,0,1,0,0,0,0,1,1169012F1189,プラミペキソール塩酸塩水和物錠
アレロック錠５　５ｍｇ H,24.30,23.17,45.000,錠,1043,1094,,,,,,,,,45.000,1043,e-1-,薬庫,,ｱﾚﾛ02,610443067,,内服,ケーエスケー,0,0,0,0,0,0,0,4490025F2020,オロパタジン塩酸塩錠
ネキシウムカプセル１０ｍｇ H,40.60,41.60,25.000,カプセル,1040,1015,,,,,,,,,,,d-6-,薬庫,,ﾈｷｼ01,622080701,,内服,ケーエスケー,0,0,0,0,0,0,0,2329029M1027,エソメプラゾールマグネシウム水和物腸溶カプセル
炭酸水素ナトリウム「ニッコー」 B,0.73,0.67,1542.900,ｇ,1034,1126,0.49,1312.000,879,957,78,8.15,45.000,30,3500.000,2345,S-1,薬庫,バラ,ﾀﾝｻ92,620476415,,内服,スズケン,0,0,0,0,0,0,0,2344004X1364,炭酸水素ナトリウム
チラーヂンＳ錠２５μｇ H,9.80,8.90,116.000,錠,1032,1137,2.92,374.000,3329,3664,335,9.14,50.000,445,400.000,3560,c-1-,薬庫,,ﾁﾗﾁ08,620516002,,内服,メディセオ,0,1,0,0,0,0,0,2431004F2052,レボチロキシンナトリウム水和物錠
セルトラリン錠２５ｍｇ「ＴＣＫ」 H,10.30,9.20,112.000,錠,1030,1154,4.46,1255.000,11546,12924,1378,10.66,100.000,950,1017.000,9632,I-5-4,薬庫,,ｾﾙﾄ09,622451601,,内服,辰巳,0,1,0,0,0,0,1,1179046F1052,セルトラリン塩酸塩錠
フェロミア顆粒８．３％ B,10.30,9.69,106.300,ｇ,1030,1095,0.76,133.400,1293,1374,81,5.90,0.000,0,,,S-1,薬庫,,ﾌｴﾛ18,620006090,,内服,アルフレッサ,0,0,0,0,0,0,0,3222013D1059,クエン酸第一鉄ナトリウム顆粒
エンシュア・H（ストロベリー味）,0.91,0.82,1250.000,ｍＬ,1025,1138,3.04,43250.000,35465,39362,3897,9.90,500.000,410,18000.000,14757,O- -,薬庫,,ｴﾝｼ056,610407025,,内服,メディセオ,0,0,0,0,0,0,0,3259114S1026,経腸成分栄養剤液
イドメシンコーワクリーム１％ H35.000,3.80,3.25,315.000,ｇ,1024,1197,5.82,2240.000,7280,8512,1232,14.47,0.000,0,2100.000,7632,k-10-,薬庫,,ｲﾄﾒ11,620007591,,外用,メディセオ,0,0,0,0,0,0,0,2649719N1092,インドメタシンクリーム
イオウ・カンフルローション「東豊」 B,3.09,2.75,370.000,ｍＬ,1018,1143,1.35,500.000,1375,1545,170,11.00,0.000,0,400.000,1100,L- -,薬庫,,ｲｵｳ10,620008410,,外用,スズケン,0,0,0,0,0,0,0,2669700X1040,イオウ・カンフルローション
ジフェニドール塩酸塩錠２５ｍｇ「タイヨー」 H,5.70,3.72,273.000,錠,1016,1556,,,,,,,,,,,zaiko-nasi,薬庫,,,620233611,2023/09/30,内服,メディセオ,,,,,,,,,
ナウゼリン坐剤１０　１０ｍｇ H,36.90,30.75,33.000,個,1015,1218,1.72,37.000,1138,1366,228,16.69,0.000,0,60.000,2007,k-1-,薬庫,,ﾅｳｾ04,662390001,,外用,ケーエスケー,0,0,0,0,0,0,0,2399714J1026,ドンペリドン坐剤
アプレース錠１００ｍｇ H,10.10,9.42,107.000,錠,1008,1081,,,,,,,,,,,デッド,薬庫,,,612320381,2025/03/31,内服,ケーエスケー,,,,,,,,,
ハイチオール錠８０　８０ｍｇ H,5.70,4.70,214.000,錠,1006,1220,2.59,634.000,2980,3614,634,17.54,0.000,0,573.000,2693,d-6-,薬庫,,ﾊｲﾁ05,613910185,,内服,ケーエスケー,0,0,0,0,0,0,1,3999006F2033,Ｌ－システイン錠
調剤用パンビタン末 B,6.30,5.33,188.000,ｇ,1002,1184,4.00,1564.000,8336,9853,1517,15.40,119.000,750,1100.000,5863,h-2-,薬庫,バラ,ﾊﾝﾋ04,613180067,,内服,メディセオ,0,0,0,0,0,0,0,3179121A1028,レチノール・カルシフェロール配合剤
チアプリド錠２５ｍｇ「ＪＧ」 H,7.90,7.18,139.000,錠,998,1098,1.16,161.000,1156,1273,117,9.19,0.000,0,300.000,2154,zaiko-nasi,薬庫,,ﾁｱﾌ17,620162018,,内服,ケーエスケー,0,0,0,0,0,0,1,1190004F1170,チアプリド塩酸塩錠
ベラチンドライシロップ小児用０．１％ B,12.20,11.62,85.920,ｇ,998,1048,0.84,51.730,601,632,31,4.91,0.000,0,100.000,1162,S-1,薬庫,,ﾍﾗﾁ04,620008721,,内服,共和コーポレーション,,,,,,,,,
タリオンＯＤ錠１０ｍｇ H,23.60,21.14,47.000,錠,994,1109,,,,,,,,,,,e-3-,薬庫,,ﾀﾘｵ04,620005515,,内服,ケーエスケー,0,0,0,0,0,0,0,4490022F4029,ベポタスチンベシル酸塩口腔内崩壊錠
ビソプロロールフマル酸塩錠５ｍｇ「日医工」 H,10.10,7.42,134.000,錠,994,1353,14.09,5044.000,37426,50947,13521,26.54,0.000,0,4500.000,34482,C-7-5,薬庫,バラ,ﾋｿﾌ27,621400502,,内服,日医工オオサカ,0,0,0,0,0,0,1,2123016F2219,ビソプロロールフマル酸塩錠
レスタミンコーワ錠１０ｍｇ B,5.90,5.18,191.000,錠,989,1127,0.00,0.000,0,0,0,0.00,10.000,56,,,d-3-,薬庫,,ﾚｽﾀ12,620008772,,内服,メディセオ,0,0,0,0,0,0,0,4411001F1040,ジフェンヒドラミン塩酸塩錠
レボフロキサシン点滴静注バッグ５００ｍｇ／１００ｍＬ「ＤＳＥＰ」 B,1151.00,985.90,1.000,キット,986,1151,7.00,7.000,6901,8057,1156,14.35,0.000,0,8.000,7887,デッド,,,ﾚﾎﾌ11,622622101,,注射,,0,0,0,0,0,0,1,6241402G1032,レボフロキサシン水和物キット
ジゴシン錠０．２５ｍｇ H,9.80,8.90,110.000,錠,979,1078,,,,,,,,,,,c-5-,薬庫,,ｼｺｼ05,612110363,,内服,ケーエスケー,0,1,0,0,0,0,0,2113003F1057,ジゴキシン錠
【ク０４１】クラシエ補中益気湯エキス細粒 H2.500,20.40,18.54,52.500,ｇ,973,1071,27.00,1417.500,26280,28917,2637,9.12,0.000,0,1417.500,26275,薬庫２,薬庫,,ｸﾗｼ64,620005347,,内服,メディセオ,0,0,0,0,0,0,0,5200131C1078,補中益気湯エキス細粒
アキネトン錠１ｍｇ H,5.70,4.94,195.500,錠,966,1114,2.17,510.000,2519,2907,388,13.35,170.000,839,600.000,2964,D-2-1,薬庫,,ｱｷﾈ05,620004894,,内服,アルフレッサ,0,0,0,0,0,0,0,1162001F1066,ビペリデン塩酸塩錠
アリセプト錠３ｍｇ H,59.30,68.71,14.000,錠,962,830,1.00,14.000,962,830,-132,-15.90,0.000,0,28.000,1924,c-4-,薬庫,,ｱﾘｾ04,610432042,,内服,アルフレッサ,0,1,0,0,0,0,0,1190012F1026,ドネペジル塩酸塩錠
アスパラカリウム錠３００ｍｇ H,5.90,5.25,183.000,錠,961,1080,2.13,582.000,3056,3433,377,10.98,0.000,0,300.000,1575,e-1-,薬庫,,ｱｽﾊ15,620004902,,内服,共和コーポレーション,0,0,0,0,0,0,0,3229005F1080,Ｌ－アスパラギン酸カリウム錠
ベニジピン塩酸塩錠４ｍｇ「ＴＣＫ」 H,10.20,11.20,85.000,錠,952,867,,,,,,,,,,,デッド,薬庫,,ﾍﾆｼ64,621750401,,内服,辰巳,0,1,0,0,0,0,1,2171021F2314,ベニジピン塩酸塩錠
ビビアント錠２０ｍｇ H,59.70,55.89,17.000,錠,950,1015,2.96,204.000,11402,12180,778,6.39,0.000,0,100.000,5589,d-6-,薬庫,,ﾋﾋｱ01,622003201,,内服,ケーエスケー,0,0,0,0,0,0,0,3999027F1020,バゼドキシフェン酢酸塩錠
レボフロキサシン点眼液１．５％「日点」 H5.000,18.90,17.24,55.000,ｍＬ,948,1040,2.78,125.000,2155,2371,216,9.11,0.000,0,150.000,2586,K,薬庫,,ﾚﾎﾌ80,622265501,,外用,ケーエスケー,0,0,0,0,0,0,1,1319742Q2183,レボフロキサシン水和物液
ノバミン錠５ｍｇ H,9.80,8.08,117.000,錠,945,1147,1.80,315.000,2545,3090,545,17.64,0.000,0,200.000,1616,d-6-,薬庫,,ﾉﾊﾐ02,611170766,,内服,スズケン,0,0,0,0,0,0,0,1172010F1037,プロクロルペラジンマレイン酸塩錠
マグミット錠５００ｍｇ H,5.70,5.08,186.000,錠,945,1060,0.81,252.000,1280,1436,156,10.86,0.000,0,,,j-6-,薬庫,,ﾏｸﾐ03,620004078,,内服,スズケン,0,0,0,0,0,0,1,2344009F4034,酸化マグネシウム錠
ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」 H,10.10,8.89,106.000,錠,942,1071,0.98,91.000,809,920,111,12.07,0.000,0,100.000,889,d-7-,薬庫,,ﾌﾛﾁ24,621920901,,内服,メディセオ,0,0,0,3,0,0,1,1124009F2076,ブロチゾラム口腔内崩壊錠
プリミドン細粒９９．５％「日医工」 B,55.70,23.96,39.200,ｇ,939,2183,0.25,11.200,268,624,356,57.05,0.000,0,,,S-1,薬庫,,ﾌﾘﾐ03,621639203,,内服,日医工オオサカ,0,0,0,0,0,0,0,1135002C1059,プリミドン細粒
コタロー四物湯エキス細粒 H2.000,12.10,7.21,130.000,ｇ,937,1573,,,,,,,,,,,薬庫２,薬庫,,ｺﾀﾛ37,615101217,,内服,スズケン,0,0,0,0,0,0,0,5200065C1036,四物湯エキス細粒
ケトプロフェンパップ３０ｍｇ「三和」　１０ｃｍ×１４ｃｍ H7.000,11.90,10.23,91.000,枚,931,1083,2.17,182.000,1862,2166,304,14.04,70.000,716,280.000,2864,薬庫７,薬庫,,ｹﾄﾌ37,620644301,,外用,スズケン,0,0,0,0,0,0,1,2649729S1227,ケトプロフェン貼付剤
太虎堂のきゅう帰調血飲エキス顆粒 H2.000,18.30,11.07,84.000,ｇ,930,1537,,,,,,,,,,,デッド,薬庫,,,615101372,,内服,,0,0,0,0,0,0,0,5200024D1024,きゅう帰調血飲エキス顆粒
トリアゾラム錠０．２５ｍｇ「ＣＨ」 H,5.90,5.15,180.000,錠,927,1062,3.58,544.000,2802,3212,410,12.76,0.000,0,600.000,3090,J-6-1,薬庫,,ﾄﾘｱ32,620037205,,内服,ケーエスケー,0,0,0,3,0,0,1,1124007F2247,トリアゾラム錠
ジフルプレドナートクリーム０．０５％「イワキ」 H5.000,13.00,9.20,100.000,ｇ,920,1300,,,,,,,,,100.000,920,なし,,,,620626501,,外用,,0,0,0,0,0,0,0,2646725N1169,ジフルプレドナートクリーム
レボチロキシンＮａ錠２５μｇ「サンド」 B,9.80,7.80,118.000,錠,920,1156,16.47,3244.500,25307,31791,6484,20.40,0.000,0,3000.000,23400,bara,薬庫,,ﾚﾎﾁ061,620004298,,内服,スズケン,0,1,0,0,0,0,0,2431004F2044,レボチロキシンナトリウム水和物錠
ブロムヘキシン塩酸塩吸入液０．２％「タイヨー」 H45.000,5.90,5.09,180.000,ｍＬ,916,1062,2.00,360.000,1832,2127,295,13.87,0.000,0,360.000,1874,a-6-,薬庫,,ﾌﾛﾑ21,620006512,,外用,メディセオ,0,0,0,0,0,0,1,2234700G1043,ブロムヘキシン塩酸塩吸入剤
アシクロビル錠４００ｍｇ「サワイ」 H,34.30,30.50,30.000,錠,915,1029,,,,,,,,,30.000,915,デッド,,,,621353901,,内服,,0,0,0,0,0,0,0,6250002F2234,アシクロビル錠
ブスコパン錠１０ｍｇ H,5.90,4.89,187.000,錠,914,1103,0.00,0.000,0,0,0,0.00,90.000,440,,,J,薬庫,,ﾌｽｺ13,620008704,,内服,ケーエスケー,0,0,0,0,0,0,0,1242002F1330,ブチルスコポラミン臭化物錠
アジルサルタン錠２０ｍｇ「ニプロ」 H,32.10,22.65,40.000,錠,906,1284,6.50,260.000,5889,8346,2457,29.44,0.000,0,300.000,6795,e-1-,,,ｱｼﾙ20,622943301,,内服,ケーエスケー,0,0,0,0,0,0,1,2149048F1081,アジルサルタン錠
エバステルＯＤ錠１０ｍｇ H,48.70,50.29,18.000,錠,905,877,,,,,,,,,,,デッド,薬庫,,ｴﾊｽ03,620002660,,内服,,0,0,0,0,0,0,0,4490019F4027,エバスチン口腔内崩壊錠
